influencer_id,influencer_name,username,platform,category,country,followers,engagement_rate,avg_likes,avg_comments,avg_shares,avg_saves,reach,impressions,audience_quality_score,brand_name,brand_industry,target_audience,brand_match_score,campaign_type,campaign_duration_days,sponsored_post_count,estimated_campaign_budget,estimated_clicks,estimated_ctr,estimated_conversions,estimated_sales,estimated_revenue,estimated_roi,growth_tier,growth_score,authenticity_score,fake_follower_probability,campaign_success
INF-586F39D0,Spice King,spicyycam_,TikTok,Lifestyle,Unknown,20000000.0,0.009,180700,1600,104,3600,1900000,2470000,20.0,Amazon,E-commerce,22-40 Mixed,0.826,Live Stream,7,1,80900.0,9500,0.005,73,73,3285.0,-0.959,Mega,18.5,44.9,0.273,0
INF-287CBA35,araikgalstyanmoscowschool,ａｒａｉｋ  ｇａｌｓｔｙａｎ ｗｏｒｌｄ ｆｌｏｒｉｓｔ  ｄｅｓｉｇｎｅｒ,Instagram,Beauty,Turkey,20000000.0,0.0066,132800,172100,5280,7920,3000000,3600000,20.0,Nykaa,Beauty & Cosmetics,18-30 Female,0.71,Giveaway,34,2,175900.0,15000,0.005,141,141,4935.0,-0.972,Mega,15.9,54.7,0.113,0
INF-4052078E,GKAY,gessicakayane,Instagram,Shows,Brazil,20000000.0,0.0056,111700,231200,4480,6720,3000000,3600000,20.0,HBO,Entertainment,18-40 Mixed,0.712,Story Ad,37,1,179500.0,15000,0.005,87,87,1218.0,-0.993,Mega,13.2,49.2,0.202,0
INF-A339ECA4,yasmine_sabri,yasmine sabri,Instagram,Cinema & Actors/actresses,Egypt,20000000.0,0.0142,283700,394800,11360,17040,3000000,3600000,20.0,Netflix,Entertainment,18-45 Mixed,0.948,Sponsored Post,49,5,236200.0,15000,0.005,147,147,2058.0,-0.991,Mega,23.7,57.5,0.068,0
INF-E0670B21,Demi 🌹,demirose,Instagram,Modeling,United States,19900000.0,0.0132,263500,343900,10507,15761,2985000,3582000,20.0,L'Oreal,Beauty & Cosmetics,18-35 Female,0.923,Story Ad,27,1,204500.0,14925,0.005,133,133,4655.0,-0.977,Mega,21.4,59.1,0.042,0
INF-C5CAF94D,haileesteinfeld,hailee steinfeld,Instagram,Cinema & Actors/actresses,United States,19900000.0,0.0286,569500,723000,22766,34148,2985000,3582000,23.2,Amazon Prime,Entertainment,18-45 Mixed,0.754,Brand Ambassador,15,1,463000.0,15224,0.0051,111,111,1554.0,-0.997,Mega,33.0,63.1,0.022,0
INF-CA7B5A08,OFFSET,offsetyrn,Instagram,Lifestyle,United States,19900000.0,0.0052,102600,183900,4139,6209,2985000,3582000,20.0,Samsung,Consumer Electronics,22-40 Mixed,0.801,Story Ad,27,1,313000.0,14925,0.005,134,134,16080.0,-0.949,Mega,14.8,45.7,0.26,0
INF-4DCCB1E5,abdevilliers17,ab de villiers,Instagram,Sports with a ball,India,19900000.0,0.0196,389500,449200,15602,23402,2985000,3582000,20.0,Puma,Sports & Fitness,16-35 Male,0.928,Giveaway,58,5,357400.0,14925,0.005,155,155,10075.0,-0.972,Mega,28.4,57.4,0.07,0
INF-0F182363,demirose,demi 🌹,Instagram,Modeling,United States,19900000.0,0.0071,140500,183100,5652,8477,2985000,3582000,20.0,Versace,Luxury Fashion,18-35 Female,0.76,Story Ad,14,1,325300.0,14925,0.005,131,131,32750.0,-0.899,Mega,18.0,53.2,0.138,0
INF-0ABE6880,Surthycooks,surthycooks,TikTok,Lifestyle,Unknown,19900000.0,0.0653,1300000,6300,1400,25989,11500000,14950000,44.9,Amazon,E-commerce,22-40 Mixed,0.789,Sponsored Post,41,2,217400.0,129950,0.0113,1650,1650,74250.0,-0.658,Mega,54.3,72.4,0.079,1
INF-F1FBD6DC,Urban Theory,urbantheory_,TikTok,Lifestyle,Unknown,19800000.0,0.096,1900000,5400,16300,38016,18500000,24050000,66.1,Amazon,E-commerce,22-40 Mixed,0.7,Live Stream,38,1,356600.0,371850,0.0201,4165,4165,187425.0,-0.474,Mega,54.8,81.8,0.074,1
INF-BAC08A15,kevindebruyne,kevin de bruyne,Instagram,Sports with a ball,United Kingdom,19800000.0,0.019,376900,587700,15048,22572,2970000,3564000,20.0,Gatorade,Sports & Nutrition,16-35 Male,0.949,Live Stream,55,2,352100.0,14850,0.005,135,135,5130.0,-0.985,Mega,24.6,59.5,0.036,0
INF-156805D0,Ness,nessaabarrett,TikTok,Lifestyle,Unknown,19800000.0,0.013,257400,1200,1300,5148,2600000,3380000,20.0,Amazon,E-commerce,22-40 Mixed,0.866,Sponsored Post,26,2,179900.0,13000,0.005,120,120,5400.0,-0.97,Mega,20.3,49.2,0.203,0
INF-BB0E9086,tarajiphenson,taraji p henson,Instagram,Music,United States,19800000.0,0.0052,103300,144600,4118,6178,2970000,3564000,20.0,Apple Music,Entertainment & Music,15-35 Mixed,0.802,Reel/Short Video,53,4,412000.0,14850,0.005,135,135,1620.0,-0.996,Mega,16.1,51.3,0.169,0
INF-74DF1E3E,hassan_reyvandi,hasan reyvandi حسن ریوندی,Instagram,Cinema & Actors/actresses,Iran,19800000.0,0.0144,285700,395000,11405,17107,2970000,3564000,20.0,Disney+,Entertainment,18-45 Mixed,0.742,Product Review,24,2,127100.0,14850,0.005,120,120,1680.0,-0.987,Mega,22.4,59.9,0.03,0
INF-6E05DC0B,romeosantos,romeo santos,Instagram,Music,United States,19800000.0,0.0122,241400,297500,9662,14494,2970000,3564000,20.0,Bose,Consumer Electronics,15-35 Mixed,0.823,Brand Ambassador,52,6,498400.0,14850,0.005,141,141,16920.0,-0.966,Mega,21.3,57.1,0.074,0
INF-CD795881,Thiago Silva,thiagosilva,Instagram,Sports with a ball,Brazil,19800000.0,0.0037,73200,123300,2930,4396,2970000,3564000,20.0,Gatorade,Sports & Nutrition,16-35 Male,0.768,Sponsored Post,59,4,287400.0,14850,0.005,98,98,3724.0,-0.987,Mega,13.4,44.5,0.279,0
INF-33EC3400,alluarjunonline,allu arjun,Instagram,Cinema & Actors/actresses,India,19800000.0,0.0461,912300,1100000,36511,54767,2970000,3564000,33.5,Netflix,Entertainment,18-45 Mixed,0.656,Reel/Short Video,42,3,339600.0,19602,0.0066,143,143,2002.0,-0.994,Mega,48.2,65.0,0.097,0
INF-F998BAD5,Ryan Reynolds,vancityreynolds,TikTok,Lifestyle,Unknown,19700000.0,0.0144,282800,1600,1700,5674,2300000,2990000,20.0,Samsung,Consumer Electronics,22-40 Mixed,0.781,Giveaway,49,3,158800.0,11500,0.005,91,91,10920.0,-0.931,Mega,23.3,46.6,0.244,0
INF-EE7F8D8B,JuanDa.,juandamc,TikTok,Lifestyle,Unknown,19700000.0,0.1015,2000000,5200,5200,39991,8100000,10530000,70.2,Airbnb,Travel & Hospitality,22-40 Mixed,0.844,Reel/Short Video,48,3,448500.0,212220,0.0262,2632,2632,421120.0,-0.061,Mega,53.8,86.8,0.035,1
INF-6B07B3B9,Gisele Bündchen,gisele,Instagram,Modeling,Brazil,19700000.0,0.0099,194800,289500,7801,11702,2955000,3546000,20.0,L'Oreal,Beauty & Cosmetics,18-35 Female,0.749,Sponsored Post,41,2,205400.0,14775,0.005,114,114,3990.0,-0.981,Mega,19.2,60.0,0.028,0
INF-17DE762A,hasan reyvandi حسن ریوندی,hassan_reyvandi,Instagram,Cinema & Actors/actresses,Iran,19700000.0,0.0172,337900,466900,13554,20330,2955000,3546000,20.0,Amazon Prime,Entertainment,18-45 Mixed,0.678,Reel/Short Video,35,2,404800.0,14775,0.005,102,102,1428.0,-0.996,Mega,26.8,56.5,0.085,0
INF-D9AC184C,Maria Clara Garcia,claragnds,TikTok,Lifestyle,Unknown,19700000.0,0.0087,171700,1200,578,3428,1600000,2080000,20.0,Samsung,Consumer Electronics,22-40 Mixed,0.834,Reel/Short Video,9,1,366200.0,8000,0.005,65,65,7800.0,-0.979,Mega,17.2,47.1,0.237,0
INF-A5DADD26,tinistoessel,latriplet,Instagram,Music,Argentina,19600000.0,0.0485,950400,1300000,38024,57036,2940000,3528000,35.2,Bose,Consumer Electronics,15-35 Mixed,0.832,Story Ad,47,4,354700.0,25872,0.0088,323,323,38760.0,-0.891,Mega,49.6,68.1,0.069,1
INF-14EF5206,kaka,kaká,Instagram,Sports with a ball,Brazil,19600000.0,0.0082,160900,266600,6429,9643,2940000,3528000,20.0,Adidas,Sports & Fitness,16-35 Male,0.816,Sponsored Post,11,1,359800.0,14700,0.005,128,128,8320.0,-0.977,Mega,17.3,52.0,0.158,0
INF-77964D9D,Bleacher Report,bleacherreport,Instagram,Sports with a ball,United States,19600000.0,0.0048,94300,186100,3763,5645,2940000,3528000,20.0,Puma,Sports & Fitness,16-35 Male,0.771,Live Stream,55,1,92400.0,14700,0.005,118,118,7670.0,-0.917,Mega,15.2,46.0,0.255,0
INF-23CA2CE4,Yasmine Sabri,yasmine_sabri,Instagram,Cinema & Actors/actresses,Egypt,19600000.0,0.0134,262900,368800,10506,15758,2940000,3528000,20.0,Amazon Prime,Entertainment,18-45 Mixed,0.767,Live Stream,34,1,491600.0,14700,0.005,106,106,1484.0,-0.997,Mega,22.9,56.3,0.087,0
INF-264DE26D,adamweitsman,adam weitsman,Instagram,Business & Careers,Russia,19600000.0,0.0191,374000,457800,14974,22462,2940000,3528000,20.0,Amazon,E-commerce,18-45 Mixed,0.84,Product Review,31,1,109600.0,15582,0.0053,156,156,7020.0,-0.936,Mega,27.9,60.2,0.024,0
INF-F76FD4A2,hailee steinfeld,haileesteinfeld,Instagram,Cinema & Actors/actresses,United States,19600000.0,0.032,626300,795200,25088,37632,2940000,3528000,24.5,Amazon Prime,Entertainment,18-45 Mixed,0.873,Story Ad,25,1,393400.0,17640,0.006,141,141,1974.0,-0.995,Mega,37.9,60.3,0.08,0
INF-EE37C630,ms_puiyi,siew pui yi 🤍,Instagram,Adult content,United States,19600000.0,0.0066,128500,164600,5174,7762,2940000,3528000,20.0,Samsung,Consumer Electronics,18-45 Mixed,0.84,Reel/Short Video,28,1,375600.0,14700,0.005,119,119,14280.0,-0.962,Mega,14.9,51.5,0.165,0
INF-C5D6A956,noelgoescrazy,noelgoescrazy,TikTok,Lifestyle,Unknown,19500000.0,0.0343,668400,2100,2700,13377,16500000,21450000,30.0,Airbnb,Travel & Hospitality,22-40 Mixed,0.74,Live Stream,53,5,147400.0,110550,0.0067,1139,1139,182240.0,0.236,Mega,40.9,66.7,0.043,1
INF-D463687B,borodylia,ксения бородина,Instagram,Shows,Russia,19500000.0,0.0052,101500,125300,4056,6084,2925000,3510000,20.0,HBO,Entertainment,18-40 Mixed,0.662,Story Ad,40,3,321900.0,14625,0.005,73,73,1022.0,-0.997,Mega,15.9,46.5,0.246,0
INF-306C06B3,anggun✨,anggun_supriadi91,TikTok,Lifestyle,Unknown,19400000.0,0.0074,143800,969,628,2871,5500000,7150000,20.0,Airbnb,Travel & Hospitality,22-40 Mixed,0.704,Brand Ambassador,44,2,436400.0,27500,0.005,204,204,32640.0,-0.925,Mega,14.1,38.3,0.379,0
INF-15782CF5,c.syresmith,jaden smith,Instagram,Cinema & Actors/actresses,United States,19400000.0,0.0168,325300,503300,13037,19555,2910000,3492000,20.0,Disney+,Entertainment,18-45 Mixed,0.676,Product Review,51,3,111600.0,14550,0.005,100,100,1400.0,-0.987,Mega,23.0,55.7,0.097,0
INF-627C7B2C,miketyson,mike tyson,Instagram,Fitness & Gym,United States,19400000.0,0.0068,131200,168900,5277,7915,2910000,3492000,20.0,MyProtein,Health & Nutrition,20-40 Mixed,0.93,Story Ad,46,5,362200.0,14550,0.005,157,157,6280.0,-0.983,Mega,18.4,56.6,0.083,0
INF-83B30EB8,Gemelas Ortega,gemelasortega,TikTok,Lifestyle,Unknown,19400000.0,0.0176,340600,396,290,6829,3800000,4940000,20.0,Airbnb,Travel & Hospitality,22-40 Mixed,0.951,Reel/Short Video,10,1,451100.0,19000,0.005,180,180,28800.0,-0.936,Mega,26.3,53.2,0.138,0
INF-F7473AB0,Rafael Santos,rafaelsantos,TikTok,Lifestyle,Unknown,19400000.0,0.0215,417300,1700,497,8342,2800000,3640000,20.0,Airbnb,Travel & Hospitality,22-40 Mixed,0.814,Live Stream,45,1,168800.0,14000,0.005,137,137,21920.0,-0.87,Mega,29.8,55.7,0.097,0
INF-900DCC5C,michaelbjordan,michael b. jordan,Instagram,Cinema & Actors/actresses,United States,19300000.0,0.0777,1500000,2200000,59984,89977,2895000,3474000,55.9,Netflix,Entertainment,18-45 Mixed,0.793,Product Review,16,1,219200.0,46899,0.0162,563,563,7882.0,-0.964,Mega,54.5,77.5,0.077,1
INF-5CDD02A9,Romeo Santos,romeosantos,Instagram,Lifestyle,United States,19300000.0,0.0132,255500,316400,10190,15286,2895000,3474000,20.0,Amazon,E-commerce,22-40 Mixed,0.955,Brand Ambassador,41,4,353700.0,14475,0.005,129,129,5805.0,-0.984,Mega,22.1,59.6,0.034,0
INF-E248211D,Júlio Cocielo Estaniecki,cocielo,Instagram,Cinema & Actors/actresses,Brazil,19200000.0,0.0095,182400,285600,7296,10944,2880000,3456000,20.0,Amazon Prime,Entertainment,18-45 Mixed,0.933,Story Ad,54,2,124700.0,14400,0.005,171,171,2394.0,-0.981,Mega,19.2,55.3,0.104,0
INF-920CAE1A,Foodqood by Giallozafferano,gzfoodqood,TikTok,Lifestyle,Unknown,19200000.0,0.0036,69500,626,3300,1382,2500000,3250000,20.0,Amazon,E-commerce,22-40 Mixed,0.75,Live Stream,10,1,276100.0,12500,0.005,76,76,3420.0,-0.988,Mega,12.3,35.5,0.424,0
INF-38DAC7C1,Jaden Smith,c.syresmith,Instagram,Cinema & Actors/actresses,United States,19200000.0,0.0143,275400,426200,10982,16474,2880000,3456000,20.0,Disney+,Entertainment,18-45 Mixed,0.745,Story Ad,14,1,310700.0,14400,0.005,114,114,1596.0,-0.995,Mega,20.7,56.0,0.093,0
INF-5CE8E63A,Mike Tyson,miketyson,Instagram,Fitness & Gym,United States,19200000.0,0.0059,114000,146900,4531,6797,2880000,3456000,20.0,Adidas,Sports & Fitness,20-40 Mixed,0.721,Giveaway,41,4,348200.0,14400,0.005,114,114,7410.0,-0.979,Mega,16.2,50.5,0.182,0
INF-81FA5147,joeyking,joey king,Instagram,Music,Brazil,19100000.0,0.0161,308400,441400,12300,18451,2865000,3438000,20.0,Bose,Consumer Electronics,15-35 Mixed,0.856,Live Stream,21,2,219000.0,14325,0.005,122,122,14640.0,-0.933,Mega,24.3,59.7,0.032,0
INF-F482C570,Joey King,joeyking,Instagram,Music,Brazil,19100000.0,0.0283,541100,774100,21621,32432,2865000,3438000,23.3,Apple Music,Entertainment & Music,15-35 Mixed,0.74,Product Review,15,1,216900.0,14325,0.005,140,140,1680.0,-0.992,Mega,34.6,59.4,0.081,0
INF-EE3B32A3,ashleygraham,a s h l e y  g r a h a m,Instagram,Modeling,United States,19100000.0,0.0049,93200,123200,3744,5615,2865000,3438000,20.0,Versace,Luxury Fashion,18-35 Female,0.864,Live Stream,9,1,223000.0,14325,0.005,107,107,26750.0,-0.88,Mega,14.2,47.8,0.225,0
INF-EB97E7EE,ahmedabohashima,ahmed abouhashima,Instagram,Business & Careers,Egypt,19100000.0,0.01,191500,258400,7640,11460,2865000,3438000,20.0,Amazon,E-commerce,18-45 Mixed,0.62,Story Ad,58,2,164300.0,14325,0.005,119,119,5355.0,-0.967,Mega,19.0,56.0,0.093,0
INF-31406059,tamannaahspeaks,tamannaah bhatia,Instagram,Music,India,19100000.0,0.0127,243200,272200,9703,14554,2865000,3438000,20.0,Spotify,Entertainment & Music,15-35 Mixed,0.663,Sponsored Post,25,1,497800.0,14325,0.005,93,93,1116.0,-0.998,Mega,20.2,59.7,0.032,0
INF-C1D5BED6,casemiro,casemiro,Instagram,Sports with a ball,Brazil,19100000.0,0.0192,366500,545700,14669,22003,2865000,3438000,20.0,Gatorade,Sports & Nutrition,16-35 Male,0.752,Live Stream,51,3,434700.0,14325,0.005,139,139,5282.0,-0.988,Mega,25.6,57.3,0.072,0
INF-54DC59FC,Allu Arjun,alluarjunonline,Instagram,Cinema & Actors/actresses,India,19100000.0,0.0681,1300000,1600000,52028,78043,2865000,3438000,48.8,Amazon Prime,Entertainment,18-45 Mixed,0.691,Reel/Short Video,42,3,445400.0,37532,0.0131,458,458,6412.0,-0.986,Mega,51.6,77.5,0.039,1
INF-37B777F5,Ксения Бородина,borodylia,Instagram,Shows,Russia,19100000.0,0.0065,124000,152900,4966,7449,2865000,3438000,20.0,HBO,Entertainment,18-40 Mixed,0.84,Live Stream,30,1,368200.0,14325,0.005,152,152,2128.0,-0.994,Mega,14.6,51.0,0.174,0
INF-CE7DAD2D,A S H L E Y  G R A H A M,ashleygraham,Instagram,Modeling,United States,19000000.0,0.0049,92700,122600,3724,5586,2850000,3420000,20.0,L'Oreal,Beauty & Cosmetics,18-35 Female,0.677,Live Stream,30,2,251600.0,14250,0.005,107,107,3745.0,-0.985,Mega,16.0,46.1,0.253,0
INF-A723D4B9,TOMORROW X TOGETHER,txt.bighitent,TikTok,Lifestyle,Unknown,19000000.0,0.0446,847200,13900,9800,16948,3000000,3900000,36.4,Airbnb,Travel & Hospitality,22-40 Mixed,0.939,Reel/Short Video,43,2,146200.0,32100,0.0107,424,424,67840.0,-0.536,Mega,46.5,68.9,0.067,1
INF-613CF2E5,Ridwan Kamil,ridwankamil,Instagram,Literature & Journalism,Indonesia,19000000.0,0.0045,85100,130000,3420,5130,2850000,3420000,20.0,Pepsi,FMCG,18-45 Mixed,0.564,Brand Ambassador,52,2,357200.0,14250,0.005,74,74,1332.0,-0.996,Mega,12.8,45.5,0.263,0
INF-5091BB28,Manuel Mercuri,mercuri_88,TikTok,Lifestyle,Unknown,19000000.0,0.0126,238700,1600,1200,4788,2700000,3510000,20.0,Samsung,Consumer Electronics,22-40 Mixed,0.694,Sponsored Post,44,1,447300.0,13500,0.005,68,68,8160.0,-0.982,Mega,20.9,49.6,0.196,0
INF-4930C9A8,Charlie Puth,charlieputh,TikTok,Lifestyle,Unknown,19000000.0,0.0171,324800,1900,937,6498,2000000,2600000,20.0,Samsung,Consumer Electronics,22-40 Mixed,0.901,Live Stream,25,2,498700.0,10000,0.005,96,96,11520.0,-0.977,Mega,25.0,54.0,0.125,0
INF-36076BD0,avani,avani,Instagram,Beauty,United States,19000000.0,0.0093,176500,237600,7068,10602,2850000,3420000,20.0,L'Oreal,Beauty & Cosmetics,18-30 Female,0.8,Brand Ambassador,29,3,386000.0,14250,0.005,123,123,4305.0,-0.989,Mega,16.9,54.2,0.121,0
INF-007FD8D5,KJ Apa,kjapa,Instagram,Cinema & Actors/actresses,United States,19000000.0,0.0526,1000000,1500000,39976,59964,2850000,3420000,40.7,Netflix,Entertainment,18-45 Mixed,0.89,Giveaway,49,6,248000.0,29925,0.0105,278,278,3892.0,-0.984,Mega,53.4,68.8,0.099,1
INF-645AB5FF,Kevin De Bruyne,kevindebruyne,Instagram,Sports with a ball,United Kingdom,18900000.0,0.0169,320300,495700,12776,19165,2835000,3402000,20.0,Puma,Sports & Fitness,16-35 Male,0.808,Story Ad,19,1,405800.0,14175,0.005,142,142,9230.0,-0.977,Mega,26.0,59.1,0.043,0
INF-BBB5E470,Raphael Varane,raphaelvarane,Instagram,Sports with a ball,Spain,18900000.0,0.0171,323300,485600,12928,19391,2835000,3402000,20.0,Puma,Sports & Fitness,16-35 Male,0.797,Reel/Short Video,25,2,136200.0,14175,0.005,102,102,6630.0,-0.951,Mega,23.9,59.0,0.044,0
INF-13A7860F,Abir el saghir,abir.sag,TikTok,Lifestyle,Unknown,18900000.0,0.0125,236000,4200,1100,4725,3200000,4160000,20.0,Airbnb,Travel & Hospitality,22-40 Mixed,0.679,Giveaway,29,2,225500.0,16000,0.005,112,112,17920.0,-0.921,Mega,19.6,49.2,0.203,0
INF-130990A9,alvaromorata,álvaro morata,Instagram,Sports with a ball,Italy,18900000.0,0.0117,221100,341900,8845,13268,2835000,3402000,20.0,Adidas,Sports & Fitness,16-35 Male,0.731,Product Review,39,2,318100.0,14175,0.005,113,113,7345.0,-0.977,Mega,22.3,57.7,0.065,0
INF-C8D2B4D9,jules,julesleblanc,TikTok,Lifestyle,Unknown,18900000.0,0.0114,214900,1100,259,4309,1500000,1950000,20.0,Samsung,Consumer Electronics,22-40 Mixed,0.764,Brand Ambassador,38,1,142400.0,7500,0.005,70,70,8400.0,-0.941,Mega,20.9,50.1,0.188,0
INF-B6D8E2D3,taeyeon_ss,taeyeon,Instagram,Music,South Korea,18900000.0,0.0293,554500,674400,22151,33226,2835000,3402000,24.2,Apple Music,Entertainment & Music,15-35 Mixed,0.829,Reel/Short Video,21,2,109500.0,16443,0.0058,132,132,1584.0,-0.986,Mega,35.6,59.3,0.093,0
INF-BD81AD51,emmaroberts,emma roberts,Instagram,Cinema & Actors/actresses,United States,18900000.0,0.0055,104800,154600,4158,6237,2835000,3402000,20.0,Amazon Prime,Entertainment,18-45 Mixed,0.915,Product Review,20,1,334200.0,14175,0.005,101,101,1414.0,-0.996,Mega,13.2,50.0,0.19,0
INF-9220D8A9,Divyanka Tripathi Dahiya,divyankatripathidahiya,Instagram,Shows,India,18900000.0,0.0078,146500,168200,5897,8845,2835000,3402000,20.0,Hulu,Entertainment,18-40 Mixed,0.952,Brand Ambassador,13,1,179400.0,14175,0.005,135,135,1890.0,-0.989,Mega,16.5,51.2,0.17,0
INF-4DDA012C,AB de Villiers,abdevilliers17,Instagram,Sports with a ball,India,18800000.0,0.0175,328300,378800,13160,19740,2820000,3384000,20.0,Puma,Sports & Fitness,16-35 Male,0.896,Reel/Short Video,43,1,135100.0,14100,0.005,141,141,9165.0,-0.932,Mega,25.6,60.0,0.028,0
INF-FAC7EAA7,TaeYeon,taeyeon_ss,Instagram,Lifestyle,South Korea,18800000.0,0.0371,696600,847100,27899,41849,2820000,3384000,32.8,Amazon,E-commerce,22-40 Mixed,0.719,Sponsored Post,18,1,407200.0,22278,0.0079,165,165,7425.0,-0.982,Mega,40.4,66.4,0.073,1
INF-DF375A61,Kaká,kaka,Instagram,Sports with a ball,Brazil,18800000.0,0.0037,70200,114700,2782,4174,2820000,3384000,20.0,Puma,Sports & Fitness,16-35 Male,0.662,Brand Ambassador,34,2,339200.0,14100,0.005,89,89,5785.0,-0.983,Mega,12.7,44.1,0.286,0
INF-577C70E6,realhinakhan,hina khan,Instagram,Cinema & Actors/actresses,India,18800000.0,0.0067,125400,154300,5038,7558,2820000,3384000,20.0,Amazon Prime,Entertainment,18-45 Mixed,0.715,Live Stream,20,1,232900.0,14100,0.005,137,137,1918.0,-0.992,Mega,16.8,55.7,0.097,0
INF-FDE5F241,gatenm123,gaten matarazzo,Instagram,Music,Brazil,18800000.0,0.0364,684000,903400,27373,41059,2820000,3384000,29.5,Apple Music,Entertainment & Music,15-35 Mixed,0.955,Product Review,35,2,495600.0,17766,0.0063,222,222,2664.0,-0.995,Mega,40.1,62.6,0.097,1
INF-80EAF0FA,Tooturnttony,tooturnttony,TikTok,Lifestyle,Unknown,18800000.0,0.0181,340900,2300,513,6806,2900000,3770000,20.0,Airbnb,Travel & Hospitality,22-40 Mixed,0.958,Brand Ambassador,33,3,467200.0,14500,0.005,122,122,19520.0,-0.958,Mega,26.5,54.0,0.125,0
INF-454AAA91,НАСТЯ ИВЛЕЕВА,_agentgirl_,Instagram,Shows,Russia,18800000.0,0.0165,310800,377900,12408,18612,2820000,3384000,20.0,HBO,Entertainment,18-40 Mixed,0.795,Story Ad,21,2,319300.0,14100,0.005,102,102,1428.0,-0.996,Mega,25.6,55.8,0.096,0
INF-2E517501,Gaten Matarazzo,gatenm123,Instagram,Cinema & Actors/actresses,Brazil,18700000.0,0.0319,596800,788200,23861,35792,2805000,3366000,29.4,Amazon Prime,Entertainment,18-45 Mixed,0.884,Sponsored Post,41,2,81800.0,17672,0.0063,194,194,2716.0,-0.967,Mega,36.6,64.1,0.074,1
INF-EE2E060D,Siew Pui Yi 🤍,ms_puiyi,Instagram,Adult content,United States,18700000.0,0.006,112300,143800,4488,6732,2805000,3366000,20.0,Pepsi,FMCG,18-45 Mixed,0.729,Live Stream,7,1,111500.0,14025,0.005,111,111,1998.0,-0.982,Mega,16.6,49.7,0.195,0
INF-12753239,LIGHTS ARE OFF,lights.are.off,TikTok,Lifestyle,Unknown,18700000.0,0.0157,292700,6300,2100,5872,2900000,3770000,20.0,Airbnb,Travel & Hospitality,22-40 Mixed,0.741,Giveaway,47,4,209600.0,14500,0.005,149,149,23840.0,-0.886,Mega,22.0,55.6,0.099,0
INF-DDFF2F8D,irinashayk,irinashayk,Instagram,Modeling,Russia,18700000.0,0.0071,132500,183000,5311,7966,2805000,3366000,20.0,Versace,Luxury Fashion,18-35 Female,0.843,Live Stream,28,3,444600.0,14025,0.005,97,97,24250.0,-0.945,Mega,18.0,54.9,0.11,0
INF-6C438682,camilaloures,camila loures,Instagram,Shows,Brazil,18700000.0,0.007,130400,194400,5236,7854,2805000,3366000,20.0,Netflix,Entertainment,18-40 Mixed,0.695,Brand Ambassador,14,1,286300.0,14025,0.005,109,109,1526.0,-0.995,Mega,15.3,56.2,0.089,0
INF-00A34EFF,ederbez,eugenio derbez,Instagram,Cinema & Actors/actresses,Mexico,18700000.0,0.0109,204700,229900,8153,12230,2805000,3366000,20.0,Disney+,Entertainment,18-45 Mixed,0.74,Live Stream,57,4,156200.0,14025,0.005,153,153,2142.0,-0.986,Mega,18.4,59.7,0.032,0
INF-EDC8F102,Michael B. Jordan,michaelbjordan,Instagram,Cinema & Actors/actresses,United States,18700000.0,0.0166,310200,514500,12417,18625,2805000,3366000,20.0,Netflix,Entertainment,18-45 Mixed,0.808,Story Ad,51,4,263500.0,14025,0.005,102,102,1428.0,-0.995,Mega,25.2,60.0,0.028,0
INF-95281615,JeremyLynch,jeremylynch,TikTok,Lifestyle,Unknown,18600000.0,0.0133,248000,2600,1200,4948,1700000,2210000,20.0,Samsung,Consumer Electronics,22-40 Mixed,0.665,Brand Ambassador,31,2,386500.0,8500,0.005,74,74,8880.0,-0.977,Mega,20.9,48.6,0.213,0
INF-FE81FC4C,kingarturo23oficial,arturo vidal,Instagram,Sports with a ball,Italy,18600000.0,0.007,129600,209100,5208,7812,2790000,3348000,20.0,Gatorade,Sports & Nutrition,16-35 Male,0.846,Giveaway,30,2,297400.0,13950,0.005,114,114,4332.0,-0.985,Mega,17.9,51.8,0.16,0
INF-F049C1DE,Salice Rose,officialsalicerose,TikTok,Lifestyle,Unknown,18600000.0,0.0108,201300,1800,3400,4018,1100000,1430000,20.0,Airbnb,Travel & Hospitality,22-40 Mixed,0.818,Brand Ambassador,56,5,86700.0,5500,0.005,50,50,8000.0,-0.908,Mega,18.7,51.2,0.171,0
INF-953E3629,LaTripleT,tinistoessel,Instagram,Lifestyle,Argentina,18600000.0,0.0277,514800,690500,20609,30913,2790000,3348000,27.3,Airbnb,Travel & Hospitality,22-40 Mixed,0.815,Live Stream,35,4,380100.0,13950,0.005,137,137,21920.0,-0.942,Mega,33.2,65.7,0.03,0
INF-5CFE8D49,hyunah_aa,hyun ah,Instagram,Music,South Korea,18600000.0,0.0245,455700,539900,18228,27342,2790000,3348000,20.0,Apple Music,Entertainment & Music,15-35 Mixed,0.869,Brand Ambassador,44,5,248900.0,13950,0.005,156,156,1872.0,-0.992,Mega,30.8,57.3,0.071,0
